Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Édition,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MLT","Malte","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MAR","Maroc","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","12.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MAR","Maroc","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","4.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MUS","Maurice","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","17.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MUS","Maurice","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MRT","Mauritanie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","55.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MRT","Mauritanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MEX","Mexique","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","22.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MEX","Mexique","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","28.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FSM","Micronésie (États fédérés de)","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FSM","Micronésie (États fédérés de)","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MNG","Mongolie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","19.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MNG","Mongolie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MNE","Monténégro","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","12.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MNE","Monténégro","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MSR","Montserrat","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MSR","Montserrat","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MOZ","Mozambique","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","89.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MOZ","Mozambique","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","29.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MMR","Myanmar","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","56.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MMR","Myanmar","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","30.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NAM","Namibie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","57.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NAM","Namibie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NRU","Nauru","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NRU","Nauru","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NPL","Népal","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","21.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NPL","Népal","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","6.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NIC","Nicaragua","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","27.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NIC","Nicaragua","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NER","Niger","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","86.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NER","Niger","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","21.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NGA","Nigéria","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","78.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NGA","Nigéria","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","175.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NIU","Nioué","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NIU","Nioué","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NOR","Norvège","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NOR","Norvège","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NCL","Nouvelle-Calédonie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NCL","Nouvelle-Calédonie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NZL","Nouvelle-Zélande","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NZL","Nouvelle-Zélande","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","OMN","Oman","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","OMN","Oman","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","UGA","Ouganda","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","72.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","UGA","Ouganda","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","34.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","UZB","Ouzbékistan","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","15","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","UZB","Ouzbékistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","5.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PAK","Pakistan","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","58.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PAK","Pakistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","142.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PLW","Palaos","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PLW","Palaos","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PSE","Palestine","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","4.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PSE","Palestine","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PAN","Panama","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","43.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PAN","Panama","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PNG","Papouasie-Nouvelle-Guinée","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PNG","Papouasie-Nouvelle-Guinée","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRY","Paraguay","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","24.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRY","Paraguay","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NLD","Pays-Bas (Royaume des)","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","NLD","Pays-Bas (Royaume des)","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PER","Pérou","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","33.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PER","Pérou","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","11.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PHL","Philippines","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","48.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PHL","Philippines","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","54.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","POL","Pologne","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","6.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","POL","Pologne","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PYF","Polynésie française","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PYF","Polynésie française","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRI","Porto Rico","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRI","Porto Rico","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRT","Portugal","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","12","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRT","Portugal","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","QAT","Qatar","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","QAT","Qatar","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SYR","République arabe syrienne","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SYR","République arabe syrienne","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","CAF","République centrafricaine","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","86.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","CAF","République centrafricaine","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","4.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KOR","République de Corée","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","4.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KOR","République de Corée","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MDA","République de Moldova","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","11.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MDA","République de Moldova","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","COD","République démocratique du Congo","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","91.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","COD","République démocratique du Congo","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","93.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LAO","République démocratique populaire lao","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","57.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LAO","République démocratique populaire lao","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","4.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","DOM","République dominicaine","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","24.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","DOM","République dominicaine","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRK","République populaire démocratique de Corée","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","PRK","République populaire démocratique de Corée","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","TZA","République-Unie de Tanzanie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","75.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","TZA","République-Unie de Tanzanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","48.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ROU","Roumanie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","55.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ROU","Roumanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","10.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","RWA","Rwanda","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","75.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","RWA","Rwanda","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","10.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LCA","Sainte-Lucie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","8.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LCA","Sainte-Lucie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KNA","Saint-Kitts-et-Nevis","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KNA","Saint-Kitts-et-Nevis","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","VCT","Saint-Vincent-et-les Grenadines","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","VCT","Saint-Vincent-et-les Grenadines","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","WSM","Samoa","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","WSM","Samoa","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ASM","Samoa américaines","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ASM","Samoa américaines","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","STP","Sao Tomé-et-Principe","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","51.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","STP","Sao Tomé-et-Principe","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SEN","Sénégal","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","49.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SEN","Sénégal","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","8.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SRB","Serbie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","8.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SRB","Serbie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SYC","Seychelles","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","45.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SYC","Seychelles","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SLE","Sierra Leone","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","62.5","E","Valeur estimée"
